label,nine_partition_label,three_partition_label,url,url_alphanum
allergic contact dermatitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/patch-testing/patch-testing1.jpg,httpwwwdermaamincomsiteimagesclinicalpicppatchtestingpatchtesting1jpg.jpg
stasis edema,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/s/stasis-ulcer/stasis-ulcer6.jpg,httpwwwdermaamincomsiteimagesclinicalpicsstasisulcerstasisulcer6jpg.jpg
kaposi sarcoma,malignant dermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/k/kaposis-sarcoma/kaposis-sarcoma58.jpg,httpwwwdermaamincomsiteimagesclinicalpickkaposissarcomakaposissarcoma58jpg.jpg
porphyria,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda44.jpg,httpwwwdermaamincomsiteimagesclinicalpicpporphyriacutaneatardaporphyriacutaneatarda44jpg.jpg
neurodermatitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/n/nummula-dermatitis/nummula-dermatitis22.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnummuladermatitisnummuladermatitis22jpg.jpg
acne,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_comedonal/acne_comedonal7.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnecomedonalacnecomedonal7jpg.jpg
acne vulgaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris7.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris7jpg.jpg
congenital nevus,benign melanocyte,benign,https://www.dermaamin.com/site/images/clinical-pic/c/congential_nevus/congential_nevus55.jpg,httpwwwdermaamincomsiteimagesclinicalpicccongentialnevuscongentialnevus55jpg.jpg
behcets disease,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/b/buerger_disease/buerger_disease4.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbuergerdiseasebuergerdisease4jpg.jpg
neutrophilic dermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum72.jpg,httpwwwdermaamincomsiteimagesclinicalpicppyodermagangrenosumpyodermagangrenosum72jpg.jpg
pilar cyst,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/I/infarct-vasc/infarct-vasc1.jpg,httpwwwdermaamincomsiteimagesclinicalpicIinfarctvascinfarctvasc1jpg.jpg
lyme disease,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_migrans/erythema_migrans6.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemamigranserythemamigrans6jpg.jpg
photodermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/photoallergiccontact-dermatitis/photoallergiccontact-dermatitis11.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphotoallergiccontactdermatitisphotoallergiccontactdermatitis11jpg.jpg
squamous cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma94.jpg,httpwwwdermaamincomsiteimagesclinicalpicssquamouscellcarcinomasquamouscellcarcinoma94jpg.jpg
mucinosis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/m/mononucleosis/mononucleosis2.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmononucleosismononucleosis2jpg.jpg
allergic contact dermatitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis42.jpg,httpwwwdermaamincomsiteimagesclinicalpicaallergiccontactdermatitisallergiccontactdermatitis42jpg.jpg
eczema,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_atopic/eczema_atopic38.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeczemaatopiceczemaatopic38jpg.jpg
keratosis pilaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis-pilaris/keratosis-pilaris28.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratosispilariskeratosispilaris28jpg.jpg
urticaria,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/u/urticaire/urticaire13.jpg,httpwwwdermaamincomsiteimagesclinicalpicuurticaireurticaire13jpg.jpg
keloid,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/c/cheloide/cheloide9.jpg,httpwwwdermaamincomsiteimagesclinicalpicccheloidecheloide9jpg.jpg
psoriasis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/s/sebopsoriasis/sebopsoriasis1.jpg,httpwwwdermaamincomsiteimagesclinicalpicssebopsoriasissebopsoriasis1jpg.jpg
tuberous sclerosis,genodermatoses,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/t/tuberous_sclerosis/tuberous_sclerosis93.jpg,httpwwwdermaamincomsiteimagesclinicalpicttuberoussclerosistuberoussclerosis93jpg.jpg
sarcoidosis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/c/carcinoid/carcinoid1.jpg,httpwwwdermaamincomsiteimagesclinicalpicccarcinoidcarcinoid1jpg.jpg
lichen planus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus8.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanuslichenplanus8jpg.jpg
milia,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria44.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmiliariamiliaria44jpg.jpg
striae,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/s/striae-distensae/striae-distensae6.jpg,httpwwwdermaamincomsiteimagesclinicalpicsstriaedistensaestriaedistensae6jpg.jpg
acquired autoimmune bullous diseaseherpes gestationis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/h/herpes_gestationis/herpes_gestationis41.jpg,httpwwwdermaamincomsiteimagesclinicalpichherpesgestationisherpesgestationis41jpg.jpg
basal cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/c/carcinome_basocellulaire_nodulaire/carcinome_basocellulaire_nodulaire7.jpg,httpwwwdermaamincomsiteimagesclinicalpicccarcinomebasocellulairenodulairecarcinomebasocellulairenodulaire7jpg.jpg
fixed eruptions,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption36.jpg,httpwwwdermaamincomsiteimagesclinicalpicffixeddrugeruptionfixeddrugeruption36jpg.jpg
lentigo maligna,malignant melanoma,malignant,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna36.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlentigomalignalentigomaligna36jpg.jpg
lentigo maligna,malignant melanoma,malignant,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna64.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlentigomalignalentigomaligna64jpg.jpg
urticaria,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/u/urticaire/urticaire10.jpg,httpwwwdermaamincomsiteimagesclinicalpicuurticaireurticaire10jpg.jpg
rhinophyma,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma36.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrhinophymarhinophyma36jpg.jpg
neutrophilic dermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/n/neutrophilic-dermatosis/neutrophilic-dermatosis6.jpg,httpwwwdermaamincomsiteimagesclinicalpicnneutrophilicdermatosisneutrophilicdermatosis6jpg.jpg
granuloma pyogenic,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_pyogenicum/granuloma_pyogenicum1.jpg,httpwwwdermaamincomsiteimagesclinicalpicggranulomapyogenicumgranulomapyogenicum1jpg.jpg
lichen simplex,inflammatory,non-neoplastic,,httpwwwdermaamincomsiteimagesclinicalpicLLichensimplexchronicusLichensimplexchronicus30jpg.jpg
dariers disease,genodermatoses,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/addison_disease/addison_disease10.jpg,httpwwwdermaamincomsiteimagesclinicalpicaaddisondiseaseaddisondisease10jpg.jpg
neurotic excoriations,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/c/creeping_neurotic_excoriations/creeping_neurotic_excoriations3.jpg,httpwwwdermaamincomsiteimagesclinicalpicccreepingneuroticexcoriationscreepingneuroticexcoriations3jpg.jpg
dermatofibroma,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma84.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma84jpg.jpg
allergic contact dermatitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis98.jpg,httpwwwdermaamincomsiteimagesclinicalpicaallergiccontactdermatitisallergiccontactdermatitis98jpg.jpg
folliculitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/h/hot_tub_folliculitis/hot_tub_folliculitis8.jpg,httpwwwdermaamincomsiteimagesclinicalpichhottubfolliculitishottubfolliculitis8jpg.jpg
papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/papillomatosis-cutis-carcinoides/papillomatosis-cutis-carcinoides19.jpg,httpwwwdermaamincomsiteimagesclinicalpicppapillomatosiscutiscarcinoidespapillomatosiscutiscarcinoides19jpg.jpg
eczema,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_atopic/eczema_atopic31.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeczemaatopiceczemaatopic31jpg.jpg
nematode infection,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans103.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlarvamigranslarvamigrans103jpg.jpg
dariers disease,genodermatoses,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/d/dariers_disease/dariers_disease31.jpg,httpwwwdermaamincomsiteimagesclinicalpicddariersdiseasedariersdisease31jpg.jpg
psoriasis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis78.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasispsoriasis78jpg.jpg
pilar cyst,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/pilar-cyst/pilar-cyst2.jpg,httpwwwdermaamincomsiteimagesclinicalpicppilarcystpilarcyst2jpg.jpg
lymphangioma,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangioma/lymphangioma52.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlymphangiomalymphangioma52jpg.jpg
urticaria pigmentosa,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-pigmentosa/urticaria-pigmentosa9.jpg,httpwwwdermaamincomsiteimagesclinicalpicuurticariapigmentosaurticariapigmentosa9jpg.jpg
neurodermatitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/n/nummula-dermatitis/nummula-dermatitis24.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnummuladermatitisnummuladermatitis24jpg.jpg
photodermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis77.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis77jpg.jpg
pityriasis rosea,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rosea/pityriasis_rosea46.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisroseapityriasisrosea46jpg.jpg
behcets disease,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/b/behcets_disease/behcets_disease41.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbehcetsdiseasebehcetsdisease41jpg.jpg
drug induced pigmentary changes,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/h/hypopigmented_macule/hypopigmented_macule8.jpg,httpwwwdermaamincomsiteimagesclinicalpichhypopigmentedmaculehypopigmentedmacule8jpg.jpg
pilar cyst,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/pilar-cyst/pilar-cyst5.jpg,httpwwwdermaamincomsiteimagesclinicalpicppilarcystpilarcyst5jpg.jpg
dariers disease,genodermatoses,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/addison_disease/addison_disease7.jpg,httpwwwdermaamincomsiteimagesclinicalpicaaddisondiseaseaddisondisease7jpg.jpg
pilomatricoma,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/pilomatrixoma/pilomatrixoma45.jpg,httpwwwdermaamincomsiteimagesclinicalpicppilomatrixomapilomatrixoma45jpg.jpg
psoriasis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate14.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasisguttatepsoriasisguttate14jpg.jpg
lentigo maligna,malignant melanoma,malignant,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna81.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlentigomalignalentigomaligna81jpg.jpg
lupus subacute,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/s/systemic-lupus-erythematosus/systemic-lupus-erythematosus26.jpg,httpwwwdermaamincomsiteimagesclinicalpicssystemiclupuserythematosussystemiclupuserythematosus26jpg.jpg
neutrophilic dermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome82.jpg,httpwwwdermaamincomsiteimagesclinicalpicssweetsyndromesweetsyndrome82jpg.jpg
drug eruption,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption65.jpg,httpwwwdermaamincomsiteimagesclinicalpicddrugeruptiondrugeruption65jpg.jpg
lichen simplex,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/c/chicken_pox/chicken_pox27.jpg,httpwwwdermaamincomsiteimagesclinicalpiccchickenpoxchickenpox27jpg.jpg
perioral dermatitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/perioral-dermatitis/perioral-dermatitis25.jpg,httpwwwdermaamincomsiteimagesclinicalpicpperioraldermatitisperioraldermatitis25jpg.jpg
sarcoidosis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis55.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosissarcoidosis55jpg.jpg
disseminated actinic porokeratosis,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/d/disseminated_intravascular_coagulation/disseminated_intravascular_coagulation3.jpg,httpwwwdermaamincomsiteimagesclinicalpicddisseminatedintravascularcoagulationdisseminatedintravascularcoagulation3jpg.jpg
keloid,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/c/cheloide/cheloide6.jpg,httpwwwdermaamincomsiteimagesclinicalpicccheloidecheloide6jpg.jpg
drug eruption,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption155.jpg,httpwwwdermaamincomsiteimagesclinicalpicddrugeruptiondrugeruption155jpg.jpg
neutrophilic dermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome64.jpg,httpwwwdermaamincomsiteimagesclinicalpicssweetsyndromesweetsyndrome64jpg.jpg
squamous cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma101.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratoacanthomakeratoacanthoma101jpg.jpg
keloid,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid47.jpg,httpwwwdermaamincomsiteimagesclinicalpickkekoidkekoid47jpg.jpg
scleroderma,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/linear-scleroderma/linear-scleroderma13.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlinearsclerodermalinearscleroderma13jpg.jpg
erythema elevatum diutinum,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_elevatum_diutinum/erythema_elevatum_diutinum16.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemaelevatumdiutinumerythemaelevatumdiutinum16jpg.jpg
halo nevus,benign melanocyte,benign,https://www.dermaamin.com/site/images/clinical-pic/h/halo_naevus/halo_naevus40.jpg,httpwwwdermaamincomsiteimagesclinicalpichhalonaevushalonaevus40jpg.jpg
squamous cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma93.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratoacanthomakeratoacanthoma93jpg.jpg
dermatofibroma,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma33.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma33jpg.jpg
acne vulgaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris333.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris333jpg.jpg
disseminated actinic porokeratosis,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/d/disseminated_superficial_actinic_porokeratosis/disseminated_superficial_actinic_porokeratosis56.jpg,httpwwwdermaamincomsiteimagesclinicalpicddisseminatedsuperficialactinicporokeratosisdisseminatedsuperficialactinicporokeratosis56jpg.jpg
scleroderma,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/progressive-systemic-scleroderma/progressive-systemic-scleroderma5.jpg,httpwwwdermaamincomsiteimagesclinicalpicpprogressivesystemicsclerodermaprogressivesystemicscleroderma5jpg.jpg
keloid,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid115.jpg,httpwwwdermaamincomsiteimagesclinicalpickkekoidkekoid115jpg.jpg
sarcoidosis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/s/solar-comidon/solar-comidon5.jpg,httpwwwdermaamincomsiteimagesclinicalpicssolarcomidonsolarcomidon5jpg.jpg
photodermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis13.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis13jpg.jpg
psoriasis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/g/generalised_pustular_psoriasis/generalised_pustular_psoriasis2.jpg,httpwwwdermaamincomsiteimagesclinicalpicggeneralisedpustularpsoriasisgeneralisedpustularpsoriasis2jpg.jpg
aplasia cutis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/aplasia_cutis_congenita_circumscripta/aplasia_cutis_congenita_circumscripta37.jpg,httpwwwdermaamincomsiteimagesclinicalpicaaplasiacutiscongenitacircumscriptaaplasiacutiscongenitacircumscripta37jpg.jpg
basal cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/c/carcinoma_basal_cell/carcinoma_basal_cell3.jpg,httpwwwdermaamincomsiteimagesclinicalpicccarcinomabasalcellcarcinomabasalcell3jpg.jpg
allergic contact dermatitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis67.jpg,httpwwwdermaamincomsiteimagesclinicalpicaallergiccontactdermatitisallergiccontactdermatitis67jpg.jpg
